Airport,Year,Month,Month_ID,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
HOBART,2019,JUL,7,109278,111707,220985,0,0,0,109278,111707,220985
HOBART,2019,AUG,8,101185,101926,203111,0,0,0,101185,101926,203111
HOBART,2019,SEP,9,108777,103743,212520,0,0,0,108777,103743,212520
HOBART,2019,OCT,10,121894,119785,241679,0,0,0,121894,119785,241679
HOBART,2019,NOV,11,123885,123263,247148,0,0,0,123885,123263,247148
HOBART,2019,DEC,12,144019,127302,271321,0,0,0,144019,127302,271321
HOBART,2020,JAN,1,135552,149565,285117,0,0,0,135552,149565,285117
HOBART,2020,FEB,2,115076,113163,228239,0,0,0,115076,113163,228239
HOBART,2020,MAR,3,72088,80867,152955,0,0,0,72088,80867,152955
HOBART,2020,APR,4,780,1341,2121,0,0,0,780,1341,2121
HOBART,2020,MAY,5,1263,2003,3266,0,0,0,1263,2003,3266
HOBART,2020,JUN,6,2302,3099,5401,0,0,0,2302,3099,5401
HOBART,2020,JUL,7,2840,3618,6458,0,0,0,2840,3618,6458
HOBART,2020,AUG,8,2400,3050,5450,0,0,0,2400,3050,5450
KARRATHA,2015,JAN,1,27371,21795,49166,0,0,0,27371,21795,49166
KARRATHA,2015,FEB,2,23907,24807,48714,0,0,0,23907,24807,48714
KARRATHA,2015,MAR,3,25836,25992,51828,0,0,0,25836,25992,51828
KARRATHA,2015,APR,4,26116,26467,52583,0,0,0,26116,26467,52583
KARRATHA,2015,MAY,5,25042,25160,50202,0,0,0,25042,25160,50202
KARRATHA,2015,JUN,6,24647,25348,49995,0,0,0,24647,25348,49995
KARRATHA,2015,JUL,7,27639,27574,55213,0,0,0,27639,27574,55213
KARRATHA,2015,AUG,8,25386,24763,50149,0,0,0,25386,24763,50149
KARRATHA,2015,SEP,9,25376,26444,51820,0,0,0,25376,26444,51820
KARRATHA,2015,OCT,10,26024,25986,52010,0,0,0,26024,25986,52010
KARRATHA,2015,NOV,11,25465,24652,50117,0,0,0,25465,24652,50117
KARRATHA,2015,DEC,12,20550,25239,45789,0,0,0,20550,25239,45789
KARRATHA,2016,JAN,1,21683,18456,40139,0,0,0,21683,18456,40139
KARRATHA,2016,FEB,2,20037,19143,39180,0,0,0,20037,19143,39180
KARRATHA,2016,MAR,3,21020,21745,42765,0,0,0,21020,21745,42765
KARRATHA,2016,APR,4,20794,21126,41920,0,0,0,20794,21126,41920
KARRATHA,2016,MAY,5,23696,22587,46283,0,0,0,23696,22587,46283
KARRATHA,2016,JUN,6,20235,21159,41394,0,0,0,20235,21159,41394
KARRATHA,2016,JUL,7,20847,20392,41239,0,0,0,20847,20392,41239
KARRATHA,2016,AUG,8,21137,20783,41920,0,0,0,21137,20783,41920
KARRATHA,2016,SEP,9,20716,20875,41591,0,0,0,20716,20875,41591
KARRATHA,2016,OCT,10,21361,19801,41162,0,0,0,21361,19801,41162
KARRATHA,2016,NOV,11,21485,20519,42004,0,0,0,21485,20519,42004
KARRATHA,2016,DEC,12,15435,19862,35297,0,0,0,15435,19862,35297
KARRATHA,2017,JAN,1,19267,15565,34832,0,0,0,19267,15565,34832
KARRATHA,2017,FEB,2,16771,16556,33327,0,0,0,16771,16556,33327
KARRATHA,2017,MAR,3,19207,19750,38957,0,0,0,19207,19750,38957
KARRATHA,2017,APR,4,17755,17832,35587,0,0,0,17755,17832,35587
KARRATHA,2017,MAY,5,20502,19185,39687,0,0,0,20502,19185,39687
KARRATHA,2017,JUN,6,19009,19354,38363,0,0,0,19009,19354,38363
KARRATHA,2017,JUL,7,18287,18243,36530,0,0,0,18287,18243,36530
KARRATHA,2017,AUG,8,18683,18913,37596,0,0,0,18683,18913,37596
KARRATHA,2017,SEP,9,17037,18248,35285,0,0,0,17037,18248,35285
KARRATHA,2017,OCT,10,19576,18571,38147,0,0,0,19576,18571,38147
KARRATHA,2017,NOV,11,18517,19014,37531,0,0,0,18517,19014,37531
KARRATHA,2017,DEC,12,14755,18450,33205,0,0,0,14755,18450,33205
KARRATHA,2018,JAN,1,18381,15119,33500,0,0,0,18381,15119,33500
KARRATHA,2018,FEB,2,16207,16221,32428,0,0,0,16207,16221,32428
KARRATHA,2018,MAR,3,17697,18856,36553,0,0,0,17697,18856,36553
KARRATHA,2018,APR,4,18165,17789,35954,0,0,0,18165,17789,35954
KARRATHA,2018,MAY,5,19779,19469,39248,0,0,0,19779,19469,39248
KARRATHA,2018,JUN,6,18066,18853,36919,0,0,0,18066,18853,36919
KARRATHA,2018,JUL,7,20535,19601,40136,0,0,0,20535,19601,40136
KARRATHA,2018,AUG,8,19304,20876,40180,0,0,0,19304,20876,40180
KARRATHA,2018,SEP,9,17771,18959,36730,0,0,0,17771,18959,36730
KARRATHA,2018,OCT,10,20349,19233,39582,0,0,0,20349,19233,39582
KARRATHA,2018,NOV,11,18693,19284,37977,0,0,0,18693,19284,37977
KARRATHA,2018,DEC,12,14547,17695,32242,0,0,0,14547,17695,32242
KARRATHA,2019,JAN,1,19400,16331,35731,0,0,0,19400,16331,35731
KARRATHA,2019,FEB,2,16700,17111,33811,0,0,0,16700,17111,33811
KARRATHA,2019,MAR,3,17479,17698,35177,0,0,0,17479,17698,35177
KARRATHA,2019,APR,4,20502,19057,39559,0,0,0,20502,19057,39559
KARRATHA,2019,MAY,5,19119,20624,39743,0,0,0,19119,20624,39743
KARRATHA,2019,JUN,6,18533,18505,37038,0,0,0,18533,18505,37038
KARRATHA,2019,JUL,7,21722,20762,42484,0,0,0,21722,20762,42484
KARRATHA,2019,AUG,8,19737,21258,40995,0,0,0,19737,21258,40995
KARRATHA,2019,SEP,9,20725,21035,41760,0,0,0,20725,21035,41760
KARRATHA,2019,OCT,10,21900,21470,43370,0,0,0,21900,21470,43370
KARRATHA,2019,NOV,11,20063,20591,40654,0,0,0,20063,20591,40654
KARRATHA,2019,DEC,12,16792,20784,37576,0,0,0,16792,20784,37576
KARRATHA,2020,JAN,1,21219,17595,38814,0,0,0,21219,17595,38814
KARRATHA,2020,FEB,2,17774,17772,35546,0,0,0,17774,17772,35546
KARRATHA,2020,MAR,3,13511,14175,27686,0,0,0,13511,14175,27686
KARRATHA,2020,APR,4,1530,1737,3267,0,0,0,1530,1737,3267
KARRATHA,2020,MAY,5,1356,1295,2651,0,0,0,1356,1295,2651
KARRATHA,2020,JUN,6,3414,3651,7065,0,0,0,3414,3651,7065
KARRATHA,2020,JUL,7,7827,8130,15957,0,0,0,7827,8130,15957
KARRATHA,2020,AUG,8,10688,9863,20551,0,0,0,10688,9863,20551
LAUNCESTON,2015,JAN,1,61786,69331,131117,0,0,0,61786,69331,131117
LAUNCESTON,2015,FEB,2,53435,51643,105078,0,0,0,53435,51643,105078
LAUNCESTON,2015,MAR,3,57484,59583,117067,0,0,0,57484,59583,117067
LAUNCESTON,2015,APR,4,52216,55380,107596,0,0,0,52216,55380,107596
LAUNCESTON,2015,MAY,5,46677,48225,94902,0,0,0,46677,48225,94902
LAUNCESTON,2015,JUN,6,42671,42200,84871,0,0,0,42671,42200,84871
LAUNCESTON,2015,JUL,7,49223,51910,101133,0,0,0,49223,51910,101133
LAUNCESTON,2015,AUG,8,46105,45411,91516,0,0,0,46105,45411,91516
LAUNCESTON,2015,SEP,9,47215,46412,93627,0,0,0,47215,46412,93627
LAUNCESTON,2015,OCT,10,56542,53452,109994,0,0,0,56542,53452,109994
LAUNCESTON,2015,NOV,11,58767,57575,116342,0,0,0,58767,57575,116342
LAUNCESTON,2015,DEC,12,70521,62644,133165,0,0,0,70521,62644,133165
LAUNCESTON,2016,JAN,1,63517,72206,135723,0,0,0,63517,72206,135723
LAUNCESTON,2016,FEB,2,57729,56406,114135,0,0,0,57729,56406,114135
LAUNCESTON,2016,MAR,3,61282,61169,122451,0,0,0,61282,61169,122451
LAUNCESTON,2016,APR,4,54996,60277,115273,0,0,0,54996,60277,115273
LAUNCESTON,2016,MAY,5,47415,49237,96652,0,0,0,47415,49237,96652
LAUNCESTON,2016,JUN,6,45377,45564,90941,0,0,0,45377,45564,90941
LAUNCESTON,2016,JUL,7,53340,54414,107754,0,0,0,53340,54414,107754
LAUNCESTON,2016,AUG,8,44702,44901,89603,0,0,0,44702,44901,89603
LAUNCESTON,2016,SEP,9,50064,48950,99014,0,0,0,50064,48950,99014
LAUNCESTON,2016,OCT,10,55946,52152,108098,0,0,0,55946,52152,108098
LAUNCESTON,2016,NOV,11,58326,56791,115117,0,0,0,58326,56791,115117
LAUNCESTON,2016,DEC,12,72849,63415,136264,0,0,0,72849,63415,136264
LAUNCESTON,2017,JAN,1,67589,75597,143186,0,0,0,67589,75597,143186
LAUNCESTON,2017,FEB,2,57412,56874,114286,0,0,0,57412,56874,114286
LAUNCESTON,2017,MAR,3,59033,61568,120601,0,0,0,59033,61568,120601
LAUNCESTON,2017,APR,4,58771,60217,118988,0,0,0,58771,60217,118988
LAUNCESTON,2017,MAY,5,46056,48246,94302,0,0,0,46056,48246,94302
LAUNCESTON,2017,JUN,6,44164,43756,87920,0,0,0,44164,43756,87920
LAUNCESTON,2017,JUL,7,51577,53418,104995,0,0,0,51577,53418,104995
LAUNCESTON,2017,AUG,8,45214,44862,90076,0,0,0,45214,44862,90076
LAUNCESTON,2017,SEP,9,50483,48160,98643,0,0,0,50483,48160,98643
LAUNCESTON,2017,OCT,10,55395,55407,110802,0,0,0,55395,55407,110802
LAUNCESTON,2017,NOV,11,59175,58036,117211,0,0,0,59175,58036,117211
LAUNCESTON,2017,DEC,12,75367,64845,140212,0,0,0,75367,64845,140212
LAUNCESTON,2018,JAN,1,68889,78405,147294,0,0,0,68889,78405,147294
LAUNCESTON,2018,FEB,2,57763,56071,113834,0,0,0,57763,56071,113834
LAUNCESTON,2018,MAR,3,65920,66465,132385,0,0,0,65920,66465,132385
LAUNCESTON,2018,APR,4,59241,63764,123005,0,0,0,59241,63764,123005
LAUNCESTON,2018,MAY,5,45400,47383,92783,0,0,0,45400,47383,92783
LAUNCESTON,2018,JUN,6,45514,45946,91460,0,0,0,45514,45946,91460
LAUNCESTON,2018,JUL,7,56721,58072,114793,0,0,0,56721,58072,114793
LAUNCESTON,2018,AUG,8,47423,47206,94629,0,0,0,47423,47206,94629
LAUNCESTON,2018,SEP,9,51454,49146,100600,0,0,0,51454,49146,100600
LAUNCESTON,2018,OCT,10,57836,57111,114947,0,0,0,57836,57111,114947
LAUNCESTON,2018,NOV,11,58989,58231,117220,0,0,0,58989,58231,117220
LAUNCESTON,2018,DEC,12,73906,64885,138791,0,0,0,73906,64885,138791
LAUNCESTON,2019,JAN,1,70824,79017,149841,0,0,0,70824,79017,149841
LAUNCESTON,2019,FEB,2,58763,58499,117262,0,0,0,58763,58499,117262
LAUNCESTON,2019,MAR,3,61397,64660,126057,0,0,0,61397,64660,126057
LAUNCESTON,2019,APR,4,63263,65723,128986,0,0,0,63263,65723,128986
LAUNCESTON,2019,MAY,5,46938,49185,96123,0,0,0,46938,49185,96123
LAUNCESTON,2019,JUN,6,45516,45744,91260,0,0,0,45516,45744,91260
LAUNCESTON,2019,JUL,7,56217,56811,113028,0,0,0,56217,56811,113028
LAUNCESTON,2019,AUG,8,46984,48107,95091,0,0,0,46984,48107,95091
LAUNCESTON,2019,SEP,9,52095,49663,101758,0,0,0,52095,49663,101758
LAUNCESTON,2019,OCT,10,58756,57738,116494,0,0,0,58756,57738,116494
LAUNCESTON,2019,NOV,11,60389,59006,119395,0,0,0,60389,59006,119395
LAUNCESTON,2019,DEC,12,74773,65236,140009,0,0,0,74773,65236,140009
LAUNCESTON,2020,JAN,1,68722,77376,146098,0,0,0,68722,77376,146098
LAUNCESTON,2020,FEB,2,56306,55972,112278,0,0,0,56306,55972,112278
LAUNCESTON,2020,MAR,3,36699,39219,75918,0,0,0,36699,39219,75918
LAUNCESTON,2020,APR,4,301,475,776,0,0,0,301,475,776
LAUNCESTON,2020,MAY,5,348,362,710,0,0,0,348,362,710
LAUNCESTON,2020,JUN,6,994,1097,2091,0,0,0,994,1097,2091
LAUNCESTON,2020,JUL,7,2039,2584,4623,0,0,0,2039,2584,4623
LAUNCESTON,2020,AUG,8,1958,1949,3907,0,0,0,1958,1949,3907
MACKAY,2015,JAN,1,36231,34321,70552,0,0,0,36231,34321,70552
MACKAY,2015,FEB,2,30254,31593,61847,0,0,0,30254,31593,61847
MACKAY,2015,MAR,3,38476,36956,75432,0,0,0,38476,36956,75432
MACKAY,2015,APR,4,38188,38030,76218,0,0,0,38188,38030,76218
MACKAY,2015,MAY,5,37417,37180,74597,0,0,0,37417,37180,74597
MACKAY,2015,JUN,6,36464,36164,72628,0,0,0,36464,36164,72628
MACKAY,2015,JUL,7,39916,40450,80366,0,0,0,39916,40450,80366
MACKAY,2015,AUG,8,37652,37306,74958,0,0,0,37652,37306,74958
MACKAY,2015,SEP,9,36204,36478,72682,0,0,0,36204,36478,72682
MACKAY,2015,OCT,10,36013,36482,72495,0,0,0,36013,36482,72495
MACKAY,2015,NOV,11,33988,33821,67809,0,0,0,33988,33821,67809
MACKAY,2015,DEC,12,33735,35613,69348,0,0,0,33735,35613,69348
MACKAY,2016,JAN,1,30454,28859,59313,0,0,0,30454,28859,59313
MACKAY,2016,FEB,2,28048,28251,56299,0,0,0,28048,28251,56299
MACKAY,2016,MAR,3,33248,33232,66480,0,0,0,33248,33232,66480
MACKAY,2016,APR,4,32759,32306,65065,0,0,0,32759,32306,65065
MACKAY,2016,MAY,5,32884,32963,65847,0,0,0,32884,32963,65847
MACKAY,2016,JUN,6,31980,32428,64408,0,0,0,31980,32428,64408
MACKAY,2016,JUL,7,33613,33546,67159,0,0,0,33613,33546,67159
MACKAY,2016,AUG,8,32588,32852,65440,0,0,0,32588,32852,65440
MACKAY,2016,SEP,9,32594,33221,65815,0,0,0,32594,33221,65815
MACKAY,2016,OCT,10,32954,33473,66427,0,0,0,32954,33473,66427
MACKAY,2016,NOV,11,31026,30902,61928,0,0,0,31026,30902,61928
MACKAY,2016,DEC,12,31024,32448,63472,0,0,0,31024,32448,63472
MACKAY,2017,JAN,1,28407,27492,55899,0,0,0,28407,27492,55899
MACKAY,2017,FEB,2,26775,27417,54192,0,0,0,26775,27417,54192
MACKAY,2017,MAR,3,27660,28612,56272,0,0,0,27660,28612,56272
MACKAY,2017,APR,4,32546,32692,65238,0,0,0,32546,32692,65238
MACKAY,2017,MAY,5,32115,32556,64671,0,0,0,32115,32556,64671
MACKAY,2017,JUN,6,32053,32188,64241,0,0,0,32053,32188,64241
MACKAY,2017,JUL,7,33542,33361,66903,0,0,0,33542,33361,66903
MACKAY,2017,AUG,8,32287,33030,65317,0,0,0,32287,33030,65317
MACKAY,2017,SEP,9,34889,35186,70075,0,0,0,34889,35186,70075
MACKAY,2017,OCT,10,35292,34648,69940,0,0,0,35292,34648,69940
MACKAY,2017,NOV,11,31991,32694,64685,0,0,0,31991,32694,64685
MACKAY,2017,DEC,12,31907,33663,65570,0,0,0,31907,33663,65570
MACKAY,2018,JAN,1,31550,29835,61385,0,0,0,31550,29835,61385
MACKAY,2018,FEB,2,28109,28290,56399,0,0,0,28109,28290,56399
MACKAY,2018,MAR,3,33788,34250,68038,0,0,0,33788,34250,68038
MACKAY,2018,APR,4,31371,30937,62308,0,0,0,31371,30937,62308
MACKAY,2018,MAY,5,34118,34075,68193,0,0,0,34118,34075,68193
MACKAY,2018,JUN,6,32254,32073,64327,0,0,0,32254,32073,64327
MACKAY,2018,JUL,7,38841,38656,77497,0,0,0,38841,38656,77497
MACKAY,2018,AUG,8,37238,38024,75262,0,0,0,37238,38024,75262
MACKAY,2018,SEP,9,34386,34831,69217,0,0,0,34386,34831,69217
MACKAY,2018,OCT,10,35683,35066,70749,0,0,0,35683,35066,70749
MACKAY,2018,NOV,11,33423,34034,67457,0,0,0,33423,34034,67457
MACKAY,2018,DEC,12,32543,34591,67134,0,0,0,32543,34591,67134
MACKAY,2019,JAN,1,31850,30538,62388,0,0,0,31850,30538,62388
MACKAY,2019,FEB,2,29585,29908,59493,0,0,0,29585,29908,59493
MACKAY,2019,MAR,3,33188,33773,66961,0,0,0,33188,33773,66961
MACKAY,2019,APR,4,33365,32740,66105,0,0,0,33365,32740,66105
MACKAY,2019,MAY,5,35423,36124,71547,0,0,0,35423,36124,71547
MACKAY,2019,JUN,6,34032,33917,67949,0,0,0,34032,33917,67949
MACKAY,2019,JUL,7,37760,37019,74779,0,0,0,37760,37019,74779
MACKAY,2019,AUG,8,37074,37973,75047,0,0,0,37074,37973,75047
MACKAY,2019,SEP,9,37679,37658,75337,0,0,0,37679,37658,75337
MACKAY,2019,OCT,10,38439,38581,77020,0,0,0,38439,38581,77020
MACKAY,2019,NOV,11,35584,36180,71764,0,0,0,35584,36180,71764
MACKAY,2019,DEC,12,35168,37092,72260,0,0,0,35168,37092,72260
MACKAY,2020,JAN,1,34227,32672,66899,0,0,0,34227,32672,66899
MACKAY,2020,FEB,2,31457,32056,63513,0,0,0,31457,32056,63513
MACKAY,2020,MAR,3,26375,24390,50765,0,0,0,26375,24390,50765
MACKAY,2020,APR,4,3428,3753,7181,0,0,0,3428,3753,7181
MACKAY,2020,MAY,5,3517,3674,7191,0,0,0,3517,3674,7191
MACKAY,2020,JUN,6,8504,8404,16908,0,0,0,8504,8404,16908
MACKAY,2020,JUL,7,15694,16265,31959,0,0,0,15694,16265,31959
MACKAY,2020,AUG,8,15570,15854,31424,0,0,0,15570,15854,31424
MELBOURNE,2015,JAN,1,1004854,948075,1952929,438126,370081,808207,1442980,1318156,2761136
MELBOURNE,2015,FEB,2,900984,891650,1792634,365109,313219,678328,1266093,1204869,2470962
MELBOURNE,2015,MAR,3,1005878,1039069,2044947,345323,371197,716520,1351201,1410266,2761467
MELBOURNE,2015,APR,4,996733,964471,1961204,340239,344512,684751,1336972,1308983,2645955
MELBOURNE,2015,MAY,5,936622,936219,1872841,302738,334198,636936,1239360,1270417,2509777
MELBOURNE,2015,JUN,6,892847,934705,1827552,308765,379573,688338,1201612,1314278,2515890
MELBOURNE,2015,JUL,7,1088788,1042230,2131018,420433,358670,779103,1509221,1400900,2910121
MELBOURNE,2015,AUG,8,987007,994987,1981994,363372,369533,732905,1350379,1364520,2714899
MELBOURNE,2015,SEP,9,1003849,1002529,2006378,373604,370822,744426,1377453,1373351,2750804
MELBOURNE,2015,OCT,10,1087942,1081715,2169657,422440,352894,775334,1510382,1434609,2944991
MELBOURNE,2015,NOV,11,1040806,1038007,2078813,369057,367768,736825,1409863,1405775,2815638
MELBOURNE,2015,DEC,12,1042951,1067979,2110930,408817,468826,877643,1451768,1536805,2988573
MELBOURNE,2016,JAN,1,1054336,987466,2041802,479446,415848,895294,1533782,1403314,2937096
MELBOURNE,2016,FEB,2,962294,958670,1920964,409332,354902,764234,1371626,1313572,2685198
MELBOURNE,2016,MAR,3,1040159,1071754,2111913,375712,400070,775782,1415871,1471824,2887695
MELBOURNE,2016,APR,4,1034619,975844,2010463,377543,363931,741474,1412162,1339775,2751937
MELBOURNE,2016,MAY,5,965286,979592,1944878,329015,361483,690498,1294301,1341075,2635376
MELBOURNE,2016,JUN,6,934008,983208,1917216,344024,421392,765416,1278032,1404600,2682632
MELBOURNE,2016,JUL,7,1099867,1051762,2151629,473996,402026,876022,1573863,1453788,3027651
MELBOURNE,2016,AUG,8,1007425,1007861,2015286,387190,393644,780834,1394615,1401505,2796120
MELBOURNE,2016,SEP,9,1059435,1055705,2115140,407615,395718,803333,1467050,1451423,2918473
MELBOURNE,2016,OCT,10,1093450,1100268,2193718,439964,373475,813439,1533414,1473743,3007157
MELBOURNE,2016,NOV,11,1081488,1066390,2147878,386213,394006,780219,1467701,1460396,2928097
MELBOURNE,2016,DEC,12,1063853,1097863,2161716,444950,511091,956041,1508803,1608954,3117757
MELBOURNE,2017,JAN,1,1090953,1037134,2128087,523394,456706,980100,1614347,1493840,3108187
MELBOURNE,2017,FEB,2,936529,925300,1861829,424162,354176,778338,1360691,1279476,2640167
MELBOURNE,2017,MAR,3,1067607,1069795,2137402,388096,397069,785165,1455703,1466864,2922567
MELBOURNE,2017,APR,4,1046704,1038005,2084709,421407,426800,848207,1468111,1464805,2932916
MELBOURNE,2017,MAY,5,982991,993236,1976227,355754,384545,740299,1338745,1377781,2716526
MELBOURNE,2017,JUN,6,966297,988130,1954427,368104,439357,807461,1334401,1427487,2761888
MELBOURNE,2017,JUL,7,1109391,1101270,2210661,498958,427923,926881,1608349,1529193,3137542
MELBOURNE,2017,AUG,8,1032519,1026705,2059224,417818,422697,840515,1450337,1449402,2899739
MELBOURNE,2017,SEP,9,1047892,1061680,2109572,428355,438578,866933,1476247,1500258,2976505
MELBOURNE,2017,OCT,10,1156852,1133498,2290350,486720,396510,883230,1643572,1530008,3173580
MELBOURNE,2017,NOV,11,1115131,1106079,2221210,419680,431707,851387,1534811,1537786,3072597
MELBOURNE,2017,DEC,12,1083418,1118622,2202040,478099,537167,1015266,1561517,1655789,3217306
MELBOURNE,2018,JAN,1,1109308,1061660,2170968,547626,473098,1020724,1656934,1534758,3191692
MELBOURNE,2018,FEB,2,968029,959519,1927548,469329,401858,871187,1437358,1361377,2798735
MELBOURNE,2018,MAR,3,1098311,1128272,2226583,445563,464345,909908,1543874,1592617,3136491
MELBOURNE,2018,APR,4,1084246,1051772,2136018,453020,441242,894262,1537266,1493014,3030280
MELBOURNE,2018,MAY,5,1000156,1007655,2007811,387395,413425,800820,1387551,1421080,2808631
MELBOURNE,2018,JUN,6,962605,1010009,1972614,410590,492367,902957,1373195,1502376,2875571
MELBOURNE,2018,JUL,7,1149198,1116250,2265448,538582,455634,994216,1687780,1571884,3259664
MELBOURNE,2018,AUG,8,1074421,1068580,2143001,464566,473550,938116,1538987,1542130,3081117
MELBOURNE,2018,SEP,9,1057707,1073931,2131638,471762,479739,951501,1529469,1553670,3083139
MELBOURNE,2018,OCT,10,1166132,1142931,2309063,523788,436520,960308,1689920,1579451,3269371
MELBOURNE,2018,NOV,11,1117298,1107531,2224829,461965,473126,935091,1579263,1580657,3159920
MELBOURNE,2018,DEC,12,1066835,1110389,2177224,481836,562958,1044794,1548671,1673347,3222018
MELBOURNE,2019,JAN,1,1121723,1066341,2188064,568799,501288,1070087,1690522,1567629,3258151
MELBOURNE,2019,FEB,2,981359,971364,1952723,483548,405796,889344,1464907,1377160,2842067
MELBOURNE,2019,MAR,3,1086603,1092582,2179185,441993,443824,885817,1528596,1536406,3065002
MELBOURNE,2019,APR,4,1087004,1087168,2174172,454777,480480,935257,1541781,1567648,3109429
MELBOURNE,2019,MAY,5,1010459,1006610,2017069,414406,429113,843519,1424865,1435723,2860588
MELBOURNE,2019,JUN,6,944965,1000243,1945208,413493,488023,901516,1358458,1488266,2846724
MELBOURNE,2019,JUL,7,1142322,1109884,2252206,532482,460719,993201,1674804,1570603,3245407
MELBOURNE,2019,AUG,8,1080083,1074712,2154795,469163,473554,942717,1549246,1548266,3097512
MELBOURNE,2019,SEP,9,1069451,1092161,2161612,459116,468307,927423,1528567,1560468,3089035
MELBOURNE,2019,OCT,10,1187346,1159072,2346418,504030,427549,931579,1691376,1586621,3277997
MELBOURNE,2019,NOV,11,1122505,1098922,2221427,460493,466560,927053,1582998,1565482,3148480
MELBOURNE,2019,DEC,12,1084222,1138546,2222768,495779,575352,1071131,1580001,1713898,3293899
MELBOURNE,2020,JAN,1,1116371,1053603,2169974,581276,514803,1096079,1697647,1568406,3266053
MELBOURNE,2020,FEB,2,921157,934726,1855883,408642,334254,742896,1329799,1268980,2598779
MELBOURNE,2020,MAR,3,624922,619391,1244313,244268,227490,471758,869190,846881,1716071
MELBOURNE,2020,APR,4,20061,21697,41758,5448,12355,17803,25509,34052,59561
MELBOURNE,2020,MAY,5,29128,28400,57528,5643,9003,14646,34771,37403,72174
MELBOURNE,2020,JUN,6,60190,62328,122518,6431,9456,15887,66621,71784,138405
MELBOURNE,2020,JUL,7,29537,31636,61173,49,12705,12754,29586,44341,73927
MELBOURNE,2020,AUG,8,6854,13444,20298,0,14761,14761,6854,28205,35059
NEWCASTLE,2015,JAN,1,45820,47358,93178,0,0,0,45820,47358,93178
NEWCASTLE,2015,FEB,2,39828,40397,80225,0,0,0,39828,40397,80225
NEWCASTLE,2015,MAR,3,46998,46902,93900,0,0,0,46998,46902,93900
NEWCASTLE,2015,APR,4,46382,46468,92850,0,0,0,46382,46468,92850
NEWCASTLE,2015,MAY,5,46585,46832,93417,0,0,0,46585,46832,93417
NEWCASTLE,2015,JUN,6,45252,45669,90921,0,0,0,45252,45669,90921
NEWCASTLE,2015,JUL,7,51791,52088,103879,0,0,0,51791,52088,103879
NEWCASTLE,2015,AUG,8,48158,47567,95725,0,0,0,48158,47567,95725
NEWCASTLE,2015,SEP,9,49787,50528,100315,0,0,0,49787,50528,100315
NEWCASTLE,2015,OCT,10,53226,53114,106340,0,0,0,53226,53114,106340
NEWCASTLE,2015,NOV,11,49346,50066,99412,0,0,0,49346,50066,99412
NEWCASTLE,2015,DEC,12,50922,49590,100512,0,0,0,50922,49590,100512
NEWCASTLE,2016,JAN,1,46952,48275,95227,0,0,0,46952,48275,95227
NEWCASTLE,2016,FEB,2,44280,45153,89433,0,0,0,44280,45153,89433
NEWCASTLE,2016,MAR,3,50766,50326,101092,0,0,0,50766,50326,101092
NEWCASTLE,2016,APR,4,46121,48685,94806,0,0,0,46121,48685,94806
NEWCASTLE,2016,MAY,5,47968,47961,95929,0,0,0,47968,47961,95929
NEWCASTLE,2016,JUN,6,46132,46062,92194,0,0,0,46132,46062,92194
NEWCASTLE,2016,JUL,7,52867,53175,106042,0,0,0,52867,53175,106042
NEWCASTLE,2016,AUG,8,50653,50216,100869,0,0,0,50653,50216,100869
NEWCASTLE,2016,SEP,9,53555,54507,108062,0,0,0,53555,54507,108062
NEWCASTLE,2016,OCT,10,57411,56414,113825,0,0,0,57411,56414,113825
NEWCASTLE,2016,NOV,11,52703,53000,105703,0,0,0,52703,53000,105703
NEWCASTLE,2016,DEC,12,54559,53371,107930,0,0,0,54559,53371,107930
NEWCASTLE,2017,JAN,1,54287,54089,108376,0,0,0,54287,54089,108376
NEWCASTLE,2017,FEB,2,44928,44996,89924,0,0,0,44928,44996,89924
NEWCASTLE,2017,MAR,3,51795,52664,104459,0,0,0,51795,52664,104459
NEWCASTLE,2017,APR,4,54660,53913,108573,0,0,0,54660,53913,108573
NEWCASTLE,2017,MAY,5,49583,50483,100066,0,0,0,49583,50483,100066
NEWCASTLE,2017,JUN,6,47872,47860,95732,0,0,0,47872,47860,95732
NEWCASTLE,2017,JUL,7,54242,54374,108616,0,0,0,54242,54374,108616
NEWCASTLE,2017,AUG,8,49586,49587,99173,0,0,0,49586,49587,99173
NEWCASTLE,2017,SEP,9,54789,55360,110149,0,0,0,54789,55360,110149
NEWCASTLE,2017,OCT,10,58070,58060,116130,0,0,0,58070,58060,116130
NEWCASTLE,2017,NOV,11,55762,55651,111413,0,0,0,55762,55651,111413
NEWCASTLE,2017,DEC,12,56807,55893,112700,0,0,0,56807,55893,112700
NEWCASTLE,2018,JAN,1,52052,52721,104773,0,0,0,52052,52721,104773
NEWCASTLE,2018,FEB,2,46282,46490,92772,0,0,0,46282,46490,92772
NEWCASTLE,2018,MAR,3,53843,53255,107098,0,0,0,53843,53255,107098
NEWCASTLE,2018,APR,4,51911,53359,105270,0,0,0,51911,53359,105270
NEWCASTLE,2018,MAY,5,51059,50825,101884,0,0,0,51059,50825,101884
NEWCASTLE,2018,JUN,6,47515,47511,95026,0,0,0,47515,47511,95026
NEWCASTLE,2018,JUL,7,54305,54782,109087,0,0,0,54305,54782,109087
NEWCASTLE,2018,AUG,8,51834,51579,103413,0,0,0,51834,51579,103413
