Airport,Year,Month,Month_ID,Dom_Pax_In,Dom_Pax_Out,Dom_Pax_Total,Int_Pax_In,Int_Pax_Out,Int_Pax_Total,Pax_In,Pax_Out,Pax_Total
NEWCASTLE,2018,SEP,9,50936,50634,101570,0,0,0,50936,50634,101570
NEWCASTLE,2018,OCT,10,55775,56109,111884,0,0,0,55775,56109,111884
NEWCASTLE,2018,NOV,11,55787,56252,112039,295,279,574,56082,56531,112613
NEWCASTLE,2018,DEC,12,53528,52785,106313,1004,1162,2166,54532,53947,108479
NEWCASTLE,2019,JAN,1,53197,53766,106963,1575,1278,2853,54772,55044,109816
NEWCASTLE,2019,FEB,2,45697,46100,91797,619,475,1094,46316,46575,92891
NEWCASTLE,2019,MAR,3,53342,53523,106865,0,0,0,53342,53523,106865
NEWCASTLE,2019,APR,4,53436,53930,107366,0,0,0,53436,53930,107366
NEWCASTLE,2019,MAY,5,51067,51398,102465,0,0,0,51067,51398,102465
NEWCASTLE,2019,JUN,6,49209,48677,97886,0,0,0,49209,48677,97886
NEWCASTLE,2019,JUL,7,54497,55290,109787,0,0,0,54497,55290,109787
NEWCASTLE,2019,AUG,8,52640,51999,104639,0,0,0,52640,51999,104639
NEWCASTLE,2019,SEP,9,53249,53411,106660,0,0,0,53249,53411,106660
NEWCASTLE,2019,OCT,10,59321,59179,118500,0,0,0,59321,59179,118500
NEWCASTLE,2019,NOV,11,55892,55878,111770,265,364,629,56157,56242,112399
NEWCASTLE,2019,DEC,12,53867,52369,106236,1225,1323,2548,55092,53692,108784
NEWCASTLE,2020,JAN,1,52332,52937,105269,1665,1425,3090,53997,54362,108359
NEWCASTLE,2020,FEB,2,46233,46207,92440,625,479,1104,46858,46686,93544
NEWCASTLE,2020,MAR,3,31344,30200,61544,0,0,0,31344,30200,61544
NEWCASTLE,2020,APR,4,247,189,436,0,0,0,247,189,436
NEWCASTLE,2020,MAY,5,202,203,405,0,0,0,202,203,405
NEWCASTLE,2020,JUN,6,1087,1016,2103,0,0,0,1087,1016,2103
NEWCASTLE,2020,JUL,7,7474,8291,15765,0,0,0,7474,8291,15765
NEWCASTLE,2020,AUG,8,3077,2296,5373,0,0,0,3077,2296,5373
PERTH,2015,JAN,1,351624,358420,710044,238626,184382,423008,590250,542802,1133052
PERTH,2015,FEB,2,302620,312158,614778,169685,144653,314338,472305,456811,929116
PERTH,2015,MAR,3,359400,351127,710527,160418,167454,327872,519818,518581,1038399
PERTH,2015,APR,4,363209,360074,723283,168302,173956,342258,531511,534030,1065541
PERTH,2015,MAY,5,331242,334104,665346,143271,158138,301409,474513,492242,966755
PERTH,2015,JUN,6,334331,315818,650149,147906,177716,325622,482237,493534,975771
PERTH,2015,JUL,7,373233,391420,764653,204453,182039,386492,577686,573459,1151145
PERTH,2015,AUG,8,345804,339311,685115,168066,167076,335142,513870,506387,1020257
PERTH,2015,SEP,9,345190,354353,699543,175801,178626,354427,520991,532979,1053970
PERTH,2015,OCT,10,376349,371879,748228,201257,159865,361122,577606,531744,1109350
PERTH,2015,NOV,11,350883,348296,699179,161118,156852,317970,512001,505148,1017149
PERTH,2015,DEC,12,366185,364502,730687,177833,225340,403173,544018,589842,1133860
PERTH,2016,JAN,1,339718,348882,688600,239957,194026,433983,579675,542908,1122583
PERTH,2016,FEB,2,298463,306771,605234,183022,150969,333991,481485,457740,939225
PERTH,2016,MAR,3,351129,344678,695807,169100,174373,343473,520229,519051,1039280
PERTH,2016,APR,4,339551,343860,683411,172768,180423,353191,512319,524283,1036602
PERTH,2016,MAY,5,323448,324678,648126,149078,158887,307965,472526,483565,956091
PERTH,2016,JUN,6,319153,317203,636356,153342,186840,340182,472495,504043,976538
PERTH,2016,JUL,7,345310,359636,704946,217460,185918,403378,562770,545554,1108324
PERTH,2016,AUG,8,333833,330911,664744,172310,168899,341209,506143,499810,1005953
PERTH,2016,SEP,9,345591,347858,693449,187478,191734,379212,533069,539592,1072661
PERTH,2016,OCT,10,353502,358906,712408,212243,166592,378835,565745,525498,1091243
PERTH,2016,NOV,11,336632,340980,677612,168867,172050,340917,505499,513030,1018529
PERTH,2016,DEC,12,361956,352837,714793,188630,234209,422839,550586,587046,1137632
PERTH,2017,JAN,1,337758,352883,690641,239999,196653,436652,577757,549536,1127293
PERTH,2017,FEB,2,281671,288163,569834,181235,146779,328014,462906,434942,897848
PERTH,2017,MAR,3,331228,332182,663410,168813,174935,343748,500041,507117,1007158
PERTH,2017,APR,4,335208,333755,668963,185833,193652,379485,521041,527407,1048448
PERTH,2017,MAY,5,318488,324138,642626,155396,165738,321134,473884,489876,963760
PERTH,2017,JUN,6,310500,312126,622626,158255,190155,348410,468755,502281,971036
PERTH,2017,JUL,7,348994,352709,701703,211701,182304,394005,560695,535013,1095708
PERTH,2017,AUG,8,329875,328372,658247,174162,171298,345460,504037,499670,1003707
PERTH,2017,SEP,9,330208,335505,665713,183141,189091,372232,513349,524596,1037945
PERTH,2017,OCT,10,356818,357901,714719,209573,167158,376731,566391,525059,1091450
PERTH,2017,NOV,11,340894,340217,681111,166263,164421,330684,507157,504638,1011795
PERTH,2017,DEC,12,359066,346366,705432,183881,225031,408912,542947,571397,1114344
PERTH,2018,JAN,1,338970,354520,693490,230724,190208,420932,569694,544728,1114422
PERTH,2018,FEB,2,293234,294222,587456,173590,147109,320699,466824,441331,908155
PERTH,2018,MAR,3,347889,339031,686920,172623,178886,351509,520512,517917,1038429
PERTH,2018,APR,4,338271,345743,684014,171396,184847,356243,509667,530590,1040257
PERTH,2018,MAY,5,332088,332706,664794,156686,164906,321592,488774,497612,986386
PERTH,2018,JUN,6,310124,310390,620514,160492,195155,355647,470616,505545,976161
PERTH,2018,JUL,7,356414,360646,717060,216000,180045,396045,572414,540691,1113105
PERTH,2018,AUG,8,334133,329291,663424,178516,178586,357102,512649,507877,1020526
PERTH,2018,SEP,9,339438,345477,684915,182920,187834,370754,522358,533311,1055669
PERTH,2018,OCT,10,367669,363399,731068,199858,160469,360327,567527,523868,1091395
PERTH,2018,NOV,11,346125,341988,688113,168215,169049,337264,514340,511037,1025377
PERTH,2018,DEC,12,353421,336559,689980,187566,230291,417857,540987,566850,1107837
PERTH,2019,JAN,1,333792,355008,688800,230405,191656,422061,564197,546664,1110861
PERTH,2019,FEB,2,292431,290188,582619,177469,147449,324918,469900,437637,907537
PERTH,2019,MAR,3,327527,324347,651874,163843,169358,333201,491370,493705,985075
PERTH,2019,APR,4,344871,346786,691657,171753,185698,357451,516624,532484,1049108
PERTH,2019,MAY,5,329652,330261,659913,158107,163144,321251,487759,493405,981164
PERTH,2019,JUN,6,315356,306689,622045,155018,180664,335682,470374,487353,957727
PERTH,2019,JUL,7,362677,370477,733154,203301,180135,383436,565978,550612,1116590
PERTH,2019,AUG,8,343016,336164,679180,180370,178650,359020,523386,514814,1038200
PERTH,2019,SEP,9,339702,339996,679698,180961,185024,365985,520663,525020,1045683
PERTH,2019,OCT,10,377209,376475,753684,205797,171561,377358,583006,548036,1131042
PERTH,2019,NOV,11,348086,343342,691428,180935,176849,357784,529021,520191,1049212
PERTH,2019,DEC,12,367525,348759,716284,190795,234238,425033,558320,582997,1141317
PERTH,2020,JAN,1,336945,359009,695954,238157,204575,442732,575102,563584,1138686
PERTH,2020,FEB,2,297652,300717,598369,169482,135267,304749,467134,435984,903118
PERTH,2020,MAR,3,233956,226081,460037,93680,84820,178500,327636,310901,638537
PERTH,2020,APR,4,17595,17136,34731,1696,5422,7118,19291,22558,41849
PERTH,2020,MAY,5,15780,17204,32984,1141,2285,3426,16921,19489,36410
PERTH,2020,JUN,6,29887,31756,61643,1652,2469,4121,31539,34225,65764
PERTH,2020,JUL,7,53442,55274,108716,2702,3866,6568,56144,59140,115284
PERTH,2020,AUG,8,58156,59012,117168,2038,4142,6180,60194,63154,123348
ROCKHAMPTON,2015,JAN,1,23029,21618,44647,0,0,0,23029,21618,44647
ROCKHAMPTON,2015,FEB,2,19713,19899,39612,0,0,0,19713,19899,39612
ROCKHAMPTON,2015,MAR,3,27755,27804,55559,0,0,0,27755,27804,55559
ROCKHAMPTON,2015,APR,4,26068,26228,52296,0,0,0,26068,26228,52296
ROCKHAMPTON,2015,MAY,5,27726,28056,55782,0,0,0,27726,28056,55782
ROCKHAMPTON,2015,JUN,6,26538,26217,52755,0,0,0,26538,26217,52755
ROCKHAMPTON,2015,JUL,7,27714,28588,56302,0,0,0,27714,28588,56302
ROCKHAMPTON,2015,AUG,8,25644,25817,51461,0,0,0,25644,25817,51461
ROCKHAMPTON,2015,SEP,9,25941,26185,52126,0,0,0,25941,26185,52126
ROCKHAMPTON,2015,OCT,10,26606,26540,53146,0,0,0,26606,26540,53146
ROCKHAMPTON,2015,NOV,11,25321,26155,51476,0,0,0,25321,26155,51476
ROCKHAMPTON,2015,DEC,12,24365,24938,49303,0,0,0,24365,24938,49303
ROCKHAMPTON,2016,JAN,1,20585,19538,40123,0,0,0,20585,19538,40123
ROCKHAMPTON,2016,FEB,2,21204,20977,42181,0,0,0,21204,20977,42181
ROCKHAMPTON,2016,MAR,3,23995,24732,48727,0,0,0,23995,24732,48727
ROCKHAMPTON,2016,APR,4,24289,23917,48206,0,0,0,24289,23917,48206
ROCKHAMPTON,2016,MAY,5,25201,25046,50247,0,0,0,25201,25046,50247
ROCKHAMPTON,2016,JUN,6,24694,24846,49540,0,0,0,24694,24846,49540
ROCKHAMPTON,2016,JUL,7,25130,25466,50596,0,0,0,25130,25466,50596
ROCKHAMPTON,2016,AUG,8,25307,25273,50580,0,0,0,25307,25273,50580
ROCKHAMPTON,2016,SEP,9,26180,26113,52293,0,0,0,26180,26113,52293
ROCKHAMPTON,2016,OCT,10,25428,25446,50874,0,0,0,25428,25446,50874
ROCKHAMPTON,2016,NOV,11,24719,25047,49766,0,0,0,24719,25047,49766
ROCKHAMPTON,2016,DEC,12,25262,25852,51114,0,0,0,25262,25852,51114
ROCKHAMPTON,2017,JAN,1,21665,20165,41830,0,0,0,21665,20165,41830
ROCKHAMPTON,2017,FEB,2,21090,20902,41992,0,0,0,21090,20902,41992
ROCKHAMPTON,2017,MAR,3,24218,25245,49463,0,0,0,24218,25245,49463
ROCKHAMPTON,2017,APR,4,15131,14976,30107,0,0,0,15131,14976,30107
ROCKHAMPTON,2017,MAY,5,24313,24516,48829,0,0,0,24313,24516,48829
ROCKHAMPTON,2017,JUN,6,24567,23905,48472,0,0,0,24567,23905,48472
ROCKHAMPTON,2017,JUL,7,26291,26769,53060,0,0,0,26291,26769,53060
ROCKHAMPTON,2017,AUG,8,25111,24886,49997,0,0,0,25111,24886,49997
ROCKHAMPTON,2017,SEP,9,25076,24912,49988,0,0,0,25076,24912,49988
ROCKHAMPTON,2017,OCT,10,25201,25683,50884,0,0,0,25201,25683,50884
ROCKHAMPTON,2017,NOV,11,23202,23451,46653,0,0,0,23202,23451,46653
ROCKHAMPTON,2017,DEC,12,22595,22644,45239,0,0,0,22595,22644,45239
ROCKHAMPTON,2018,JAN,1,21014,19404,40418,0,0,0,21014,19404,40418
ROCKHAMPTON,2018,FEB,2,19329,19416,38745,0,0,0,19329,19416,38745
ROCKHAMPTON,2018,MAR,3,23895,23665,47560,0,0,0,23895,23665,47560
ROCKHAMPTON,2018,APR,4,21851,21368,43219,0,0,0,21851,21368,43219
ROCKHAMPTON,2018,MAY,5,26196,25796,51992,0,0,0,26196,25796,51992
ROCKHAMPTON,2018,JUN,6,22731,23045,45776,0,0,0,22731,23045,45776
ROCKHAMPTON,2018,JUL,7,23750,23741,47491,0,0,0,23750,23741,47491
ROCKHAMPTON,2018,AUG,8,25001,25028,50029,0,0,0,25001,25028,50029
ROCKHAMPTON,2018,SEP,9,22995,23668,46663,0,0,0,22995,23668,46663
ROCKHAMPTON,2018,OCT,10,24857,24440,49297,0,0,0,24857,24440,49297
ROCKHAMPTON,2018,NOV,11,22684,23271,45955,0,0,0,22684,23271,45955
ROCKHAMPTON,2018,DEC,12,21740,22711,44451,0,0,0,21740,22711,44451
ROCKHAMPTON,2019,JAN,1,21021,19909,40930,0,0,0,21021,19909,40930
ROCKHAMPTON,2019,FEB,2,20247,20267,40514,0,0,0,20247,20267,40514
ROCKHAMPTON,2019,MAR,3,23204,23353,46557,0,0,0,23204,23353,46557
ROCKHAMPTON,2019,APR,4,22961,22699,45660,0,0,0,22961,22699,45660
ROCKHAMPTON,2019,MAY,5,24496,24526,49022,0,0,0,24496,24526,49022
ROCKHAMPTON,2019,JUN,6,23208,22846,46054,0,0,0,23208,22846,46054
ROCKHAMPTON,2019,JUL,7,27086,27017,54103,0,0,0,27086,27017,54103
ROCKHAMPTON,2019,AUG,8,24649,25631,50280,0,0,0,24649,25631,50280
ROCKHAMPTON,2019,SEP,9,25279,24781,50060,0,0,0,25279,24781,50060
ROCKHAMPTON,2019,OCT,10,26365,26282,52647,0,0,0,26365,26282,52647
ROCKHAMPTON,2019,NOV,11,23925,24665,48590,0,0,0,23925,24665,48590
ROCKHAMPTON,2019,DEC,12,23304,23822,47126,0,0,0,23304,23822,47126
ROCKHAMPTON,2020,JAN,1,21682,20775,42457,0,0,0,21682,20775,42457
ROCKHAMPTON,2020,FEB,2,20718,20712,41430,0,0,0,20718,20712,41430
ROCKHAMPTON,2020,MAR,3,16383,15076,31459,0,0,0,16383,15076,31459
ROCKHAMPTON,2020,APR,4,1234,1271,2505,0,0,0,1234,1271,2505
ROCKHAMPTON,2020,MAY,5,2071,2088,4159,0,0,0,2071,2088,4159
ROCKHAMPTON,2020,JUN,6,4595,4698,9293,0,0,0,4595,4698,9293
ROCKHAMPTON,2020,JUL,7,8535,8745,17280,0,0,0,8535,8745,17280
ROCKHAMPTON,2020,AUG,8,8972,9209,18181,0,0,0,8972,9209,18181
SUNSHINE COAST,2015,JAN,1,37890,42048,79938,0,0,0,37890,42048,79938
SUNSHINE COAST,2015,FEB,2,26196,25986,52182,0,0,0,26196,25986,52182
SUNSHINE COAST,2015,MAR,3,32867,31577,64444,0,0,0,32867,31577,64444
SUNSHINE COAST,2015,APR,4,36413,38432,74845,0,0,0,36413,38432,74845
SUNSHINE COAST,2015,MAY,5,29833,30090,59923,0,0,0,29833,30090,59923
SUNSHINE COAST,2015,JUN,6,33566,31083,64649,277,164,441,33843,31247,65090
SUNSHINE COAST,2015,JUL,7,39430,40072,79502,1771,1381,3152,41201,41453,82654
SUNSHINE COAST,2015,AUG,8,37099,37056,74155,1625,1570,3195,38724,38626,77350
SUNSHINE COAST,2015,SEP,9,44012,41811,85823,1643,1593,3236,45655,43404,89059
SUNSHINE COAST,2015,OCT,10,43308,45063,88371,1104,1133,2237,44412,46196,90608
SUNSHINE COAST,2015,NOV,11,39106,40016,79122,0,0,0,39106,40016,79122
SUNSHINE COAST,2015,DEC,12,43719,41433,85152,636,701,1337,44355,42134,86489
SUNSHINE COAST,2016,JAN,1,42454,47148,89602,1157,1031,2188,43611,48179,91790
SUNSHINE COAST,2016,FEB,2,31549,31537,63086,799,791,1590,32348,32328,64676
SUNSHINE COAST,2016,MAR,3,38086,37653,75739,0,0,0,38086,37653,75739
SUNSHINE COAST,2016,APR,4,40425,41283,81708,0,0,0,40425,41283,81708
SUNSHINE COAST,2016,MAY,5,34073,34407,68480,0,0,0,34073,34407,68480
SUNSHINE COAST,2016,JUN,6,36604,33840,70444,0,0,0,36604,33840,70444
SUNSHINE COAST,2016,JUL,7,45489,45561,91050,2074,1472,3546,47563,47033,94596
SUNSHINE COAST,2016,AUG,8,38254,38622,76876,1740,1512,3252,39994,40134,80128
SUNSHINE COAST,2016,SEP,9,46247,44443,90690,1894,1746,3640,48141,46189,94330
SUNSHINE COAST,2016,OCT,10,47646,48922,96568,1663,1627,3290,49309,50549,99858
SUNSHINE COAST,2016,NOV,11,44417,46669,91086,0,0,0,44417,46669,91086
SUNSHINE COAST,2016,DEC,12,50172,47251,97423,0,0,0,50172,47251,97423
SUNSHINE COAST,2017,JAN,1,49190,53993,103183,0,0,0,49190,53993,103183
SUNSHINE COAST,2017,FEB,2,34293,34971,69264,0,0,0,34293,34971,69264
SUNSHINE COAST,2017,MAR,3,40638,40397,81035,0,0,0,40638,40397,81035
SUNSHINE COAST,2017,APR,4,50593,50278,100871,0,0,0,50593,50278,100871
SUNSHINE COAST,2017,MAY,5,37113,37748,74861,0,0,0,37113,37748,74861
SUNSHINE COAST,2017,JUN,6,38577,36242,74819,0,0,0,38577,36242,74819
SUNSHINE COAST,2017,JUL,7,50839,49711,100550,1948,1355,3303,52787,51066,103853
SUNSHINE COAST,2017,AUG,8,42229,43299,85528,1776,1463,3239,44005,44762,88767
SUNSHINE COAST,2017,SEP,9,51975,48898,100873,1839,1731,3570,53814,50629,104443
SUNSHINE COAST,2017,OCT,10,53541,57037,110578,1882,1725,3607,55423,58762,114185
SUNSHINE COAST,2017,NOV,11,49954,51052,101006,0,0,0,49954,51052,101006
SUNSHINE COAST,2017,DEC,12,57051,53346,110397,0,0,0,57051,53346,110397
SUNSHINE COAST,2018,JAN,1,56675,62979,119654,0,0,0,56675,62979,119654
SUNSHINE COAST,2018,FEB,2,39789,40298,80087,0,0,0,39789,40298,80087
SUNSHINE COAST,2018,MAR,3,48749,46397,95146,0,0,0,48749,46397,95146
SUNSHINE COAST,2018,APR,4,50703,52628,103331,0,0,0,50703,52628,103331
SUNSHINE COAST,2018,MAY,5,41866,42680,84546,0,0,0,41866,42680,84546
SUNSHINE COAST,2018,JUN,6,42877,40596,83473,0,0,0,42877,40596,83473
SUNSHINE COAST,2018,JUL,7,55230,54396,109626,1943,1380,3323,57173,55776,112949
SUNSHINE COAST,2018,AUG,8,51496,51623,103119,2175,1991,4166,53671,53614,107285
SUNSHINE COAST,2018,SEP,9,55141,53132,108273,1918,1727,3645,57059,54859,111918
SUNSHINE COAST,2018,OCT,10,56206,58514,114720,1583,1586,3169,57789,60100,117889
SUNSHINE COAST,2018,NOV,11,53067,53467,106534,0,0,0,53067,53467,106534
SUNSHINE COAST,2018,DEC,12,57912,54181,112093,0,0,0,57912,54181,112093
SUNSHINE COAST,2019,JAN,1,55988,61362,117350,0,0,0,55988,61362,117350
SUNSHINE COAST,2019,FEB,2,38801,39935,78736,0,0,0,38801,39935,78736
SUNSHINE COAST,2019,MAR,3,48596,47462,96058,0,0,0,48596,47462,96058
SUNSHINE COAST,2019,APR,4,57922,57602,115524,0,0,0,57922,57602,115524
SUNSHINE COAST,2019,MAY,5,45297,45610,90907,0,0,0,45297,45610,90907
SUNSHINE COAST,2019,JUN,6,46464,43854,90318,0,0,0,46464,43854,90318
SUNSHINE COAST,2019,JUL,7,57693,57053,114746,1830,1209,3039,59523,58262,117785
SUNSHINE COAST,2019,AUG,8,52112,51992,104104,1994,1631,3625,54106,53623,107729
SUNSHINE COAST,2019,SEP,9,59157,56402,115559,2012,1844,3856,61169,58246,119415
SUNSHINE COAST,2019,OCT,10,59624,62335,121959,1252,1312,2564,60876,63647,124523
SUNSHINE COAST,2019,NOV,11,54862,55816,110678,0,0,0,54862,55816,110678
SUNSHINE COAST,2019,DEC,12,58993,55020,114013,0,0,0,58993,55020,114013
SUNSHINE COAST,2020,JAN,1,49802,53319,103121,0,0,0,49802,53319,103121
SUNSHINE COAST,2020,FEB,2,40821,41262,82083,0,0,0,40821,41262,82083
SUNSHINE COAST,2020,MAR,3,30794,31890,62684,0,0,0,30794,31890,62684
SUNSHINE COAST,2020,APR,4,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,MAY,5,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,JUN,6,0,0,0,0,0,0,0,0,0
SUNSHINE COAST,2020,JUL,7,4595,4152,8747,0,0,0,4595,4152,8747
SUNSHINE COAST,2020,AUG,8,1032,1717,2749,0,0,0,1032,1717,2749
SYDNEY,2015,JAN,1,1039522,1046901,2086423,711721,614666,1326387,1751243,1661567,3412810
SYDNEY,2015,FEB,2,973110,970584,1943694,563101,503262,1066363,1536211,1473846,3010057
SYDNEY,2015,MAR,3,1105157,1095693,2200850,557245,579473,1136718,1662402,1675166,3337568
SYDNEY,2015,APR,4,1056659,1058151,2114810,547174,551891,1099065,1603833,1610042,3213875
SYDNEY,2015,MAY,5,1029545,1017224,2046769,488608,519255,1007863,1518153,1536479,3054632
SYDNEY,2015,JUN,6,983350,995667,1979017,487652,572404,1060056,1471002,1568071,3039073
SYDNEY,2015,JUL,7,1134247,1139638,2273885,643544,567433,1210977,1777791,1707071,3484862
SYDNEY,2015,AUG,8,1080332,1065663,2145995,553594,567291,1120885,1633926,1632954,3266880
SYDNEY,2015,SEP,9,1087857,1109278,2197135,572834,579569,1152403,1660691,1688847,3349538
SYDNEY,2015,OCT,10,1176002,1166705,2342707,639213,552224,1191437,1815215,1718929,3534144
SYDNEY,2015,NOV,11,1135940,1126558,2262498,570432,579909,1150341,1706372,1706467,3412839
SYDNEY,2015,DEC,12,1157667,1146169,2303836,643342,745391,1388733,1801009,1891560,3692569
SYDNEY,2016,JAN,1,1104447,1113703,2218150,781878,675908,1457786,1886325,1789611,3675936
SYDNEY,2016,FEB,2,1056881,1054242,2111123,636639,567917,1204556,1693520,1622159,3315679
SYDNEY,2016,MAR,3,1162751,1135735,2298486,601343,625198,1226541,1764094,1760933,3525027
SYDNEY,2016,APR,4,1105980,1120670,2226650,602761,612185,1214946,1708741,1732855,3441596
SYDNEY,2016,MAY,5,1072295,1055096,2127391,526968,555830,1082798,1599263,1610926,3210189
SYDNEY,2016,JUN,6,1032639,1022740,2055379,524116,616675,1140791,1556755,1639415,3196170
SYDNEY,2016,JUL,7,1154741,1177544,2332285,719961,627148,1347109,1874702,1804692,3679394
SYDNEY,2016,AUG,8,1112898,1096154,2209052,601925,608827,1210752,1714823,1704981,3419804
SYDNEY,2016,SEP,9,1125415,1159911,2285326,617389,630118,1247507,1742804,1790029,3532833
SYDNEY,2016,OCT,10,1202970,1174544,2377514,693223,588318,1281541,1896193,1762862,3659055
SYDNEY,2016,NOV,11,1170274,1167166,2337440,605826,622927,1228753,1776100,1790093,3566193
SYDNEY,2016,DEC,12,1162146,1165002,2327148,681661,787236,1468897,1843807,1952238,3796045
SYDNEY,2017,JAN,1,1127330,1128197,2255527,835438,724531,1559969,1962768,1852728,3815496
SYDNEY,2017,FEB,2,1029813,1028231,2058044,655651,570218,1225869,1685464,1598449,3283913
SYDNEY,2017,MAR,3,1174197,1156629,2330826,614723,629062,1243785,1788920,1785691,3574611
SYDNEY,2017,APR,4,1120311,1122762,2243073,664691,681401,1346092,1785002,1804163,3589165
SYDNEY,2017,MAY,5,1095571,1085506,2181077,562979,593638,1156617,1658550,1679144,3337694
SYDNEY,2017,JUN,6,1060307,1056841,2117148,569557,673314,1242871,1629864,1730155,3360019
SYDNEY,2017,JUL,7,1180867,1187367,2368234,760491,662542,1423033,1941358,1849909,3791267
SYDNEY,2017,AUG,8,1125981,1110360,2236341,644683,655860,1300543,1770664,1766220,3536884
SYDNEY,2017,SEP,9,1120569,1149275,2269844,657428,669922,1327350,1777997,1819197,3597194
SYDNEY,2017,OCT,10,1234112,1210014,2444126,727017,618485,1345502,1961129,1828499,3789628
SYDNEY,2017,NOV,11,1206765,1204038,2410803,644589,666967,1311556,1851354,1871005,3722359
SYDNEY,2017,DEC,12,1186961,1189870,2376831,720485,834514,1554999,1907446,2024384,3931830
SYDNEY,2018,JAN,1,1153562,1141771,2295333,852699,733634,1586333,2006261,1875405,3881666
SYDNEY,2018,FEB,2,1065983,1071878,2137861,696311,617701,1314012,1762294,1689579,3451873
SYDNEY,2018,MAR,3,1207474,1205485,2412959,676261,692921,1369182,1883735,1898406,3782141
SYDNEY,2018,APR,4,1164271,1149887,2314158,672810,700606,1373416,1837081,1850493,3687574
SYDNEY,2018,MAY,5,1115328,1093690,2209018,605693,624178,1229871,1721021,1717868,3438889
SYDNEY,2018,JUN,6,1075953,1052376,2128329,592992,702206,1295198,1668945,1754582,3423527
SYDNEY,2018,JUL,7,1185423,1217202,2402625,793662,696321,1489983,1979085,1913523,3892608
SYDNEY,2018,AUG,8,1169183,1156881,2326064,675440,686667,1362107,1844623,1843548,3688171
SYDNEY,2018,SEP,9,1127214,1132581,2259795,672762,684833,1357595,1799976,1817414,3617390
SYDNEY,2018,OCT,10,1241043,1241669,2482712,779641,656652,1436293,2020684,1898321,3919005
SYDNEY,2018,NOV,11,1190236,1191362,2381598,663086,684189,1347275,1853322,1875551,3728873
SYDNEY,2018,DEC,12,1155410,1161411,2316821,734848,866372,1601220,1890258,2027783,3918041
SYDNEY,2019,JAN,1,1151296,1138031,2289327,887489,768912,1656401,2038785,1906943,3945728
SYDNEY,2019,FEB,2,1041047,1041948,2082995,707952,612960,1320912,1748999,1654908,3403907
SYDNEY,2019,MAR,3,1168035,1163665,2331700,656438,672111,1328549,1824473,1835776,3660249
SYDNEY,2019,APR,4,1143091,1140011,2283102,681293,719809,1401102,1824384,1859820,3684204
SYDNEY,2019,MAY,5,1112636,1105077,2217713,641103,658543,1299646,1753739,1763620,3517359
SYDNEY,2019,JUN,6,1056674,1037459,2094133,609046,697055,1306101,1665720,1734514,3400234
SYDNEY,2019,JUL,7,1179466,1208057,2387523,758328,692756,1451084,1937794,1900813,3838607
SYDNEY,2019,AUG,8,1154302,1141216,2295518,688054,695834,1383888,1842356,1837050,3679406
SYDNEY,2019,SEP,9,1138830,1146456,2285286,668842,689778,1358620,1807672,1836234,3643906
SYDNEY,2019,OCT,10,1276535,1267353,2543888,759129,665258,1424387,2035664,1932611,3968275
SYDNEY,2019,NOV,11,1190189,1188233,2378422,677641,682256,1359897,1867830,1870489,3738319
SYDNEY,2019,DEC,12,1167955,1180842,2348797,728207,871647,1599854,1896162,2052489,3948651
SYDNEY,2020,JAN,1,1142353,1131604,2273957,877231,775800,1653031,2019584,1907404,3926988
SYDNEY,2020,FEB,2,1003957,983714,1987671,595097,506896,1101993,1599054,1490610,3089664
SYDNEY,2020,MAR,3,657237,661525,1318762,341102,344459,685561,998339,1005984,2004323
SYDNEY,2020,APR,4,28082,20096,48178,7751,33619,41370,35833,53715,89548
SYDNEY,2020,MAY,5,33504,28774,62278,10119,20218,30337,43623,48992,92615
SYDNEY,2020,JUN,6,74605,65547,140152,12537,21934,34471,87142,87481,174623
SYDNEY,2020,JUL,7,134227,140497,274724,12877,29798,42675,147104,170295,317399
SYDNEY,2020,AUG,8,55176,35022,90198,9825,28770,38595,65001,63792,128793
TOWNSVILLE,2015,JAN,1,57879,54030,111909,0,0,0,57879,54030,111909
TOWNSVILLE,2015,FEB,2,48886,49553,98439,0,0,0,48886,49553,98439
TOWNSVILLE,2015,MAR,3,59989,58009,117998,0,0,0,59989,58009,117998
TOWNSVILLE,2015,APR,4,61695,62149,123844,0,0,0,61695,62149,123844
TOWNSVILLE,2015,MAY,5,62664,61362,124026,0,0,0,62664,61362,124026
TOWNSVILLE,2015,JUN,6,63967,63610,127577,0,0,0,63967,63610,127577
TOWNSVILLE,2015,JUL,7,73303,71720,145023,0,0,0,73303,71720,145023
TOWNSVILLE,2015,AUG,8,64519,66566,131085,0,0,0,64519,66566,131085
TOWNSVILLE,2015,SEP,9,66864,67845,134709,1111,1698,2809,67975,69543,137518
TOWNSVILLE,2015,OCT,10,67865,67814,135679,1815,1720,3535,69680,69534,139214
TOWNSVILLE,2015,NOV,11,59754,61357,121111,348,881,1229,60102,62238,122340
TOWNSVILLE,2015,DEC,12,62377,66334,128711,1571,1979,3550,63948,68313,132261
TOWNSVILLE,2016,JAN,1,58001,53823,111824,1864,1370,3234,59865,55193,115058
TOWNSVILLE,2016,FEB,2,49452,48711,98163,1352,1370,2722,50804,50081,100885
TOWNSVILLE,2016,MAR,3,58566,58563,117129,1555,1604,3159,60121,60167,120288
